"vaccine","demo_group","demo_category","indicator_group","indicator_category","estimate","lower_ci","upper_ci","sample_size","month_label","start_survey","end_survey","dashboard_type","suppression_flag"
"COVID-19","Insurance status","Insured","Side effects","Concerned about possible serious or unknown side effects",31.4154,29.52450348,33.37014128,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","Thinking and feeling","Effectiveness",13.7792,12.56846959,15.08632918,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","Thinking and feeling","Have enough immunity",12.9137,11.67564751,14.26181904,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","Thinking and feeling","Vaccine fatigue",12.5799,11.2632513,14.0260301,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","Thinking and feeling","Do not trust government",18.4302,16.99978125,19.9520423,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","Thinking and feeling","Not concerned about getting sick",22.0281,20.54127872,23.59061255,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","Thinking and feeling","Did not want to get with another vaccine",3.7685,3.071218328,4.616666061,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","Thinking and feeling","Do not trust pharmaceutical companies",15.4787,14.12750899,16.93367944,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","Thinking and feeling","Vaccine is too new",14.6931,13.26619045,16.24484612,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","Social processes","No provider recommendation",14.011,12.65494226,15.48651366,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","Other","Other",1.2947,0.941801211,1.777526255,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Insured","No concerns or issues","No concerns or issues",32.0341,30.27744005,33.84322934,3627,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Practical issues","Cost",1.1736,0.808675729,1.700297676,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Practical issues","Not eligible/unsure if eligible",0.542,0.340945733,0.860563227,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Practical issues","Could not find a vaccine",0.5838,0.379674318,0.89663468,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Practical issues","Have not gotten around to it or had time",7.8903,6.92153401,8.981502435,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Side effects","Allergic/other medical reason",1.9693,1.453092562,2.663992119,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Side effects","Concerned about mild side effects",13.0524,11.60901116,14.64541243,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Side effects","Got sick from past vaccine or know someone who did",6.874,5.818443047,8.104681257,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Side effects","Concerned about possible serious or unknown side effects",13.5857,12.18011527,15.1256008,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Thinking and feeling","Effectiveness",9.8514,8.690372409,11.14850097,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Thinking and feeling","Have enough immunity",5.4618,4.586674921,6.492627553,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Thinking and feeling","Vaccine fatigue",6.5308,5.531503684,7.696015345,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Thinking and feeling","Do not trust government",10.4533,9.375370845,11.63930153,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Thinking and feeling","Not concerned about getting sick",21.1777,19.58721582,22.86071434,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Thinking and feeling","Did not want to get with another vaccine",1.5696,1.130697404,2.17499319,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Thinking and feeling","Do not trust pharmaceutical companies",11.0563,9.931025341,12.29172241,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Social processes","No provider recommendation",6.7443,5.810087644,7.816155758,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","Other","Other",0.7857,0.526811788,1.170194307,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Insured","No concerns or issues","No concerns or issues",49.6949,47.6234219,51.76749053,3617,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Practical issues","Cost",1.7734,0.80211877,3.874693292,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Practical issues","Not eligible/unsure if eligible",1.2808,0.597700981,2.723387291,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Practical issues","Could not find a vaccine",0.384,0.131552092,1.115449394,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Practical issues","Have not gotten around to it or had time",4.3809,2.963491061,6.431288006,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Side effects","Allergic/other medical reason",0.5759,0.264211503,1.250738752,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Side effects","Got sick from past vaccine or know someone who did",0.247,0.064957475,0.934345288,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Side effects","Concerned about mild side effects",9.0335,7.14214627,11.36432419,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Side effects","Concerned about possible serious or unknown side effects",15.6708,13.23044537,18.4655264,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Thinking and feeling","Effectiveness",0.7491,0.343503045,1.626013963,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Thinking and feeling","Have enough immunity",1.5724,0.938572124,2.622988996,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Thinking and feeling","Vaccine fatigue",6.6175,4.84891034,8.97040763,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Thinking and feeling","Do not trust government",11.3649,9.122113459,14.07369062,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Thinking and feeling","Do not know enough about RSV or the vaccine",21.567,18.61294,24.84676231,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Thinking and feeling","Not concerned about getting sick",13.173,10.48273469,16.42697186,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Thinking and feeling","Did not want to get with another vaccine",3.7021,2.48022765,5.492160216,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Thinking and feeling","Vaccine is too new",11.9045,9.33611653,15.06206232,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Thinking and feeling","Do not trust pharmaceutical companies",10.812,8.764883635,13.26763307,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Social processes","No provider recommendation",21.9131,18.81692158,25.35968955,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","Other","Other",0.3759,0.132076551,1.064931208,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"RSV","Insurance status","Insured","No concerns or issues","No concerns or issues",49.5661,45.31181508,53.8266417,862,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Practical issues","Cost",9.3082,6.048505461,14.06173876,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Practical issues","Not eligible/unsure if eligible",3.2135,1.545705878,6.560934622,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Practical issues","Could not find a vaccine",1.9778,0.787250893,4.880267425,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Practical issues","Have not gotten around to it or had time",8.0825,4.902062504,13.043514,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Side effects","Allergic/other medical reason",1.4292,0.658829156,3.072644546,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Side effects","Got sick from past vaccine or know someone who did",5.8438,3.466238906,9.688637052,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Side effects","Concerned about mild side effects",19.4534,14.8855439,25.01103258,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Side effects","Concerned about possible serious or unknown side effects",29.9673,24.67094371,35.85943334,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Thinking and feeling","Effectiveness",15.1667,11.17343523,20.26166361,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Thinking and feeling","Have enough immunity",12.6763,8.861776248,17.81179366,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Thinking and feeling","Vaccine fatigue",7.3643,4.835534709,11.06189353,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Thinking and feeling","Do not trust government",24.7879,18.93295317,31.74436829,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Thinking and feeling","Not concerned about getting sick",22.6825,17.54867854,28.79370866,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Thinking and feeling","Did not want to get with another vaccine",2.2026,0.947916321,5.033732395,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Thinking and feeling","Do not trust pharmaceutical companies",19.5686,14.75666814,25.48061505,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Thinking and feeling","Vaccine is too new",19.3665,14.63211253,25.1808821,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Social processes","No provider recommendation",12.4947,8.608270707,17.79412705,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","Other","Other",1.2445,0.434770471,3.50896241,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"COVID-19","Insurance status","Uninsured","No concerns or issues","No concerns or issues",26.1021,20.56091491,32.52516094,313,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Uninsured","Practical issues","Cost",7.4636,4.908970786,11.1912192,314,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Uninsured","Practical issues","Not eligible/unsure if eligible",2.7206,1.191380449,6.091535704,314,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Uninsured","Practical issues","Could not find a vaccine",2.6299,1.189635073,5.713031117,314,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Uninsured","Practical issues","Have not gotten around to it or had time",12.5394,8.753932215,17.64513622,314,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Uninsured","Side effects","Allergic/other medical reason",1.5198,0.689090541,3.318458732,314,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Uninsured","Side effects","Got sick from past vaccine or know someone who did",9.58,6.169831502,14.58222261,314,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Uninsured","Side effects","Concerned about mild side effects",15.783,11.63385183,21.05931732,314,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Uninsured","Side effects","Concerned about possible serious or unknown side effects",16.9712,12.52521882,22.58775799,314,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
"Flu","Insurance status","Uninsured","Thinking and feeling","Effectiveness",12.5948,8.604825479,18.06917019,314,"August 2024/September 2024",2024-08-08,2024-08-26,"concerns/issues",0
